subject,level,subtopic,question,option_a,option_b,option_c,option_d,answer_index
math,easy,algebra,[Math | Algebra | Easy] Compute: 3 + 2 = ?,3,6,8,5,3
chemistry,medium,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Medium] Compute: 9 + 7 = ?,14,17,19,16,3
chemistry,hard,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Hard] Compute: 10 + 5 = ?,13,16,18,15,3
chemistry,hard,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Hard] Compute: 11 + 6 = ?,15,18,20,17,3
chemistry,hard,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Hard] Compute: 12 + 7 = ?,17,20,22,19,3
chemistry,hard,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Hard] Compute: 13 + 8 = ?,19,22,24,21,3
chemistry,hard,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Hard] Compute: 14 + 9 = ?,21,24,26,23,3
chemistry,master,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Master] Compute: 15 + 7 = ?,20,23,25,22,3
chemistry,master,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Master] Compute: 16 + 8 = ?,22,25,27,24,3
chemistry,master,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Master] Compute: 17 + 9 = ?,24,27,29,26,3
chemistry,master,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Master] Compute: 18 + 10 = ?,26,29,31,28,3
chemistry,master,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Master] Compute: 19 + 11 = ?,28,31,33,30,3
chemistry,expert,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Expert] Compute: 3 + 11 = ?,12,15,17,14,3
chemistry,expert,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Expert] Compute: 4 + 12 = ?,14,17,19,16,3
chemistry,expert,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Expert] Compute: 5 + 13 = ?,16,19,21,18,3
chemistry,expert,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Expert] Compute: 6 + 14 = ?,18,21,23,20,3
chemistry,expert,physical:thermochemistry,[Chemistry | Physical → Thermochemistry | Expert] Compute: 7 + 15 = ?,20,23,25,22,3
chemistry,easy,physical:kinetics,[Chemistry | Physical → Kinetics | Easy] Compute: 8 + 2 = ?,8,11,13,10,3
chemistry,easy,physical:kinetics,[Chemistry | Physical → Kinetics | Easy] Compute: 9 + 3 = ?,10,13,15,12,3
chemistry,easy,physical:kinetics,[Chemistry | Physical → Kinetics | Easy] Compute: 10 + 4 = ?,12,15,17,14,3
chemistry,easy,physical:kinetics,[Chemistry | Physical → Kinetics | Easy] Compute: 11 + 5 = ?,14,17,19,16,3
chemistry,easy,physical:kinetics,[Chemistry | Physical → Kinetics | Easy] Compute: 12 + 6 = ?,16,19,21,18,3
chemistry,medium,physical:kinetics,[Chemistry | Physical → Kinetics | Medium] Compute: 13 + 3 = ?,14,17,19,16,3
chemistry,medium,physical:kinetics,[Chemistry | Physical → Kinetics | Medium] Compute: 14 + 4 = ?,16,19,21,18,3
chemistry,medium,physical:kinetics,[Chemistry | Physical → Kinetics | Medium] Compute: 15 + 5 = ?,18,21,23,20,3
chemistry,medium,physical:kinetics,[Chemistry | Physical → Kinetics | Medium] Compute: 16 + 6 = ?,20,23,25,22,3
chemistry,medium,physical:kinetics,[Chemistry | Physical → Kinetics | Medium] Compute: 17 + 7 = ?,22,25,27,24,3
chemistry,hard,physical:kinetics,[Chemistry | Physical → Kinetics | Hard] Compute: 18 + 5 = ?,21,24,26,23,3
chemistry,hard,physical:kinetics,[Chemistry | Physical → Kinetics | Hard] Compute: 19 + 6 = ?,23,26,28,25,3
chemistry,hard,physical:kinetics,[Chemistry | Physical → Kinetics | Hard] Compute: 3 + 7 = ?,8,11,13,10,3
chemistry,hard,physical:kinetics,[Chemistry | Physical → Kinetics | Hard] Compute: 4 + 8 = ?,10,13,15,12,3
chemistry,hard,physical:kinetics,[Chemistry | Physical → Kinetics | Hard] Compute: 5 + 9 = ?,12,15,17,14,3
chemistry,master,physical:kinetics,[Chemistry | Physical → Kinetics | Master] Compute: 6 + 7 = ?,11,14,16,13,3
chemistry,master,physical:kinetics,[Chemistry | Physical → Kinetics | Master] Compute: 7 + 8 = ?,13,16,18,15,3
chemistry,master,physical:kinetics,[Chemistry | Physical → Kinetics | Master] Compute: 8 + 9 = ?,15,18,20,17,3
chemistry,master,physical:kinetics,[Chemistry | Physical → Kinetics | Master] Compute: 9 + 10 = ?,17,20,22,19,3
chemistry,master,physical:kinetics,[Chemistry | Physical → Kinetics | Master] Compute: 10 + 11 = ?,19,22,24,21,3
chemistry,expert,physical:kinetics,[Chemistry | Physical → Kinetics | Expert] Compute: 11 + 11 = ?,20,23,25,22,3
chemistry,expert,physical:kinetics,[Chemistry | Physical → Kinetics | Expert] Compute: 12 + 12 = ?,22,25,27,24,3
chemistry,expert,physical:kinetics,[Chemistry | Physical → Kinetics | Expert] Compute: 13 + 13 = ?,24,27,29,26,3
chemistry,expert,physical:kinetics,[Chemistry | Physical → Kinetics | Expert] Compute: 14 + 14 = ?,26,29,31,28,3
chemistry,expert,physical:kinetics,[Chemistry | Physical → Kinetics | Expert] Compute: 15 + 15 = ?,28,31,33,30,3
chemistry,easy,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Easy] Compute: 16 + 2 = ?,16,19,21,18,3
chemistry,easy,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Easy] Compute: 17 + 3 = ?,18,21,23,20,3
chemistry,easy,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Easy] Compute: 18 + 4 = ?,20,23,25,22,3
chemistry,easy,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Easy] Compute: 19 + 5 = ?,22,25,27,24,3
chemistry,easy,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Easy] Compute: 3 + 6 = ?,7,10,12,9,3
chemistry,medium,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Medium] Compute: 4 + 3 = ?,5,8,10,7,3
chemistry,medium,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Medium] Compute: 5 + 4 = ?,7,10,12,9,3
chemistry,medium,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Medium] Compute: 6 + 5 = ?,9,12,14,11,3
chemistry,medium,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Medium] Compute: 7 + 6 = ?,11,14,16,13,3
chemistry,medium,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Medium] Compute: 8 + 7 = ?,13,16,18,15,3
chemistry,hard,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Hard] Compute: 9 + 5 = ?,12,15,17,14,3
chemistry,hard,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Hard] Compute: 10 + 6 = ?,14,17,19,16,3
chemistry,hard,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Hard] Compute: 11 + 7 = ?,16,19,21,18,3
chemistry,hard,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Hard] Compute: 12 + 8 = ?,18,21,23,20,3
chemistry,hard,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Hard] Compute: 13 + 9 = ?,20,23,25,22,3
chemistry,master,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Master] Compute: 14 + 7 = ?,19,22,24,21,3
chemistry,master,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Master] Compute: 15 + 8 = ?,21,24,26,23,3
chemistry,master,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Master] Compute: 16 + 9 = ?,23,26,28,25,3
chemistry,master,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Master] Compute: 17 + 10 = ?,25,28,30,27,3
chemistry,master,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Master] Compute: 18 + 11 = ?,27,30,32,29,3
chemistry,expert,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Expert] Compute: 19 + 11 = ?,28,31,33,30,3
chemistry,expert,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Expert] Compute: 3 + 12 = ?,13,16,18,15,3
chemistry,expert,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Expert] Compute: 4 + 13 = ?,15,18,20,17,3
chemistry,expert,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Expert] Compute: 5 + 14 = ?,17,20,22,19,3
chemistry,expert,physical:electrochemistry,[Chemistry | Physical → Electrochemistry | Expert] Compute: 6 + 15 = ?,19,22,24,21,3
